dataset,dataset_label,embedding_source,embedding_dim,metric_name,metric_scope,value,ci_low,ci_high,ci_level,ci_method,higher_is_better,n_structures,n_oxide,n_nitride,vector_space,raw_space_primary,projected_space,preprocessing,parameters,scenario,source_seed,majority_label_baseline
balanced_pool_set,Balanced train+val pool,pre_head,256,silhouette_score,overall_family_labels,0.2147995146211619,0.21017648783518184,0.21949743316110459,0.94999999999999996,stratified_bootstrap_over_per_structure_silhouette_values,True,4092,2046,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",inclusive_baseline_recomputed,1042,0.5
balanced_pool_set,Balanced train+val pool,pre_head,256,silhouette_score,oxide,0.19410601742899738,0.18596862768937034,0.20206050721537092,0.94999999999999996,bootstrap_over_family_per_structure_silhouette_values,True,4092,2046,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",inclusive_baseline_recomputed,1042,0.5
balanced_pool_set,Balanced train+val pool,pre_head,256,silhouette_score,nitride,0.23549301181332649,0.23060005123909325,0.24017566826797382,0.94999999999999996,bootstrap_over_family_per_structure_silhouette_values,True,4092,2046,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",inclusive_baseline_recomputed,1042,0.5
balanced_pool_set,Balanced train+val pool,pre_head,256,davies_bouldin_index,overall_family_labels,1.6445431066035552,1.5976045579307123,1.6884861932198747,0.94999999999999996,stratified_bootstrap_recomputed_index,False,4092,2046,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",inclusive_baseline_recomputed,1042,0.5
balanced_pool_set,Balanced train+val pool,pre_head,256,knn_family_purity,overall_family_labels,0.97005539263603791,0.96633960573476707,0.97316878462039758,0.94999999999999996,stratified_bootstrap_over_per_structure_purity_values,True,4092,2046,2046,raw_256d_embedding_vectors,True,none,none,"{""k_neighbors"": 15, ""metric"": ""euclidean"", ""self_excluded"": true}",inclusive_baseline_recomputed,1042,0.5
balanced_pool_set,Balanced train+val pool,pre_head,256,knn_family_purity,oxide,0.96836102965135229,0.96272401433691768,0.97386852394916912,0.94999999999999996,bootstrap_over_family_per_structure_purity_values,True,4092,2046,2046,raw_256d_embedding_vectors,True,none,none,"{""k_neighbors"": 15, ""metric"": ""euclidean"", ""self_excluded"": true}",inclusive_baseline_recomputed,1042,0.5
balanced_pool_set,Balanced train+val pool,pre_head,256,knn_family_purity,nitride,0.97174975562072341,0.96705685891169757,0.97611599869664378,0.94999999999999996,bootstrap_over_family_per_structure_purity_values,True,4092,2046,2046,raw_256d_embedding_vectors,True,none,none,"{""k_neighbors"": 15, ""metric"": ""euclidean"", ""self_excluded"": true}",inclusive_baseline_recomputed,1042,0.5
balanced_pool_set,Balanced train+val pool,pre_head,256,logistic_regression_family_auc,overall_family_labels,0.99891426802315086,0.99821268689161968,0.99943839946145785,0.94999999999999996,stratified_bootstrap_over_cross_validated_out_of_fold_scores,True,4092,2046,2046,raw_256d_embedding_vectors,True,none,fold_local_standard_scaler_no_dimensionality_reduction,"{""class_weight"": ""balanced"", ""cv_folds"": 5, ""positive_label"": ""nitride"", ""solver"": ""lbfgs""}",inclusive_baseline_recomputed,1042,0.5
balanced_pool_set,Balanced train+val pool,pre_head,256,silhouette_score,overall_family_labels,0.2222834413739877,0.21762089604139073,0.22713359390262192,0.94999999999999996,stratified_bootstrap_over_per_structure_silhouette_values,True,4036,1990,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",pure_oxide_filtered,1042,0.50693756194251738
balanced_pool_set,Balanced train+val pool,pre_head,256,silhouette_score,oxide,0.20422843175689034,0.19611911465002677,0.21197737261747557,0.94999999999999996,bootstrap_over_family_per_structure_silhouette_values,True,4036,1990,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",pure_oxide_filtered,1042,0.50693756194251738
balanced_pool_set,Balanced train+val pool,pre_head,256,silhouette_score,nitride,0.23984427672981556,0.23478416439336072,0.24464621308423881,0.94999999999999996,bootstrap_over_family_per_structure_silhouette_values,True,4036,1990,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",pure_oxide_filtered,1042,0.50693756194251738
balanced_pool_set,Balanced train+val pool,pre_head,256,davies_bouldin_index,overall_family_labels,1.6101280148248822,1.5688224374004807,1.6543030856121204,0.94999999999999996,stratified_bootstrap_recomputed_index,False,4036,1990,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",pure_oxide_filtered,1042,0.50693756194251738
balanced_pool_set,Balanced train+val pool,pre_head,256,knn_family_purity,overall_family_labels,0.97626362735381578,0.97302485959696072,0.97945201519656422,0.94999999999999996,stratified_bootstrap_over_per_structure_purity_values,True,4036,1990,2046,raw_256d_embedding_vectors,True,none,none,"{""k_neighbors"": 15, ""metric"": ""euclidean"", ""self_excluded"": true}",pure_oxide_filtered,1042,0.50693756194251738
balanced_pool_set,Balanced train+val pool,pre_head,256,knn_family_purity,oxide,0.97450586264656613,0.96931155778894473,0.97916331658291456,0.94999999999999996,bootstrap_over_family_per_structure_purity_values,True,4036,1990,2046,raw_256d_embedding_vectors,True,none,none,"{""k_neighbors"": 15, ""metric"": ""euclidean"", ""self_excluded"": true}",pure_oxide_filtered,1042,0.50693756194251738
balanced_pool_set,Balanced train+val pool,pre_head,256,knn_family_purity,nitride,0.97797328119908766,0.97324861518409911,0.98208048224177258,0.94999999999999996,bootstrap_over_family_per_structure_purity_values,True,4036,1990,2046,raw_256d_embedding_vectors,True,none,none,"{""k_neighbors"": 15, ""metric"": ""euclidean"", ""self_excluded"": true}",pure_oxide_filtered,1042,0.50693756194251738
balanced_pool_set,Balanced train+val pool,pre_head,256,logistic_regression_family_auc,overall_family_labels,0.99990298511128473,0.99979879234884106,0.99997544540886252,0.94999999999999996,stratified_bootstrap_over_cross_validated_out_of_fold_scores,True,4036,1990,2046,raw_256d_embedding_vectors,True,none,fold_local_standard_scaler_no_dimensionality_reduction,"{""class_weight"": ""balanced"", ""cv_folds"": 5, ""positive_label"": ""nitride"", ""solver"": ""lbfgs""}",pure_oxide_filtered,1042,0.50693756194251738
balanced_pool_set,Balanced train+val pool,last_alignn_pool,256,silhouette_score,overall_family_labels,0.20767994650541158,0.20403045199461689,0.21140657861943665,0.94999999999999996,stratified_bootstrap_over_per_structure_silhouette_values,True,4092,2046,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",inclusive_baseline_recomputed,1043,0.5
balanced_pool_set,Balanced train+val pool,last_alignn_pool,256,silhouette_score,oxide,0.25999384786940222,0.25385091857258091,0.26584921018542373,0.94999999999999996,bootstrap_over_family_per_structure_silhouette_values,True,4092,2046,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",inclusive_baseline_recomputed,1043,0.5
balanced_pool_set,Balanced train+val pool,last_alignn_pool,256,silhouette_score,nitride,0.15536604514142094,0.1509373218891838,0.15953797025038838,0.94999999999999996,bootstrap_over_family_per_structure_silhouette_values,True,4092,2046,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",inclusive_baseline_recomputed,1043,0.5
balanced_pool_set,Balanced train+val pool,last_alignn_pool,256,davies_bouldin_index,overall_family_labels,1.7856007148087834,1.7431726951044915,1.8285506527016642,0.94999999999999996,stratified_bootstrap_recomputed_index,False,4092,2046,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",inclusive_baseline_recomputed,1043,0.5
balanced_pool_set,Balanced train+val pool,last_alignn_pool,256,knn_family_purity,overall_family_labels,0.97670250896057353,0.97372026718800919,0.97953812316715538,0.94999999999999996,stratified_bootstrap_over_per_structure_purity_values,True,4092,2046,2046,raw_256d_embedding_vectors,True,none,none,"{""k_neighbors"": 15, ""metric"": ""euclidean"", ""self_excluded"": true}",inclusive_baseline_recomputed,1043,0.5
balanced_pool_set,Balanced train+val pool,last_alignn_pool,256,knn_family_purity,oxide,0.97520364939719772,0.96972955360052127,0.98012381883349631,0.94999999999999996,bootstrap_over_family_per_structure_purity_values,True,4092,2046,2046,raw_256d_embedding_vectors,True,none,none,"{""k_neighbors"": 15, ""metric"": ""euclidean"", ""self_excluded"": true}",inclusive_baseline_recomputed,1043,0.5
balanced_pool_set,Balanced train+val pool,last_alignn_pool,256,knn_family_purity,nitride,0.97820136852394923,0.97464890843923091,0.98146057347670268,0.94999999999999996,bootstrap_over_family_per_structure_purity_values,True,4092,2046,2046,raw_256d_embedding_vectors,True,none,none,"{""k_neighbors"": 15, ""metric"": ""euclidean"", ""self_excluded"": true}",inclusive_baseline_recomputed,1043,0.5
balanced_pool_set,Balanced train+val pool,last_alignn_pool,256,logistic_regression_family_auc,overall_family_labels,0.99930150048398092,0.99849166267728851,0.99987397028653768,0.94999999999999996,stratified_bootstrap_over_cross_validated_out_of_fold_scores,True,4092,2046,2046,raw_256d_embedding_vectors,True,none,fold_local_standard_scaler_no_dimensionality_reduction,"{""class_weight"": ""balanced"", ""cv_folds"": 5, ""positive_label"": ""nitride"", ""solver"": ""lbfgs""}",inclusive_baseline_recomputed,1043,0.5
balanced_pool_set,Balanced train+val pool,last_alignn_pool,256,silhouette_score,overall_family_labels,0.21404564557698097,0.21042496932788657,0.21739986210801598,0.94999999999999996,stratified_bootstrap_over_per_structure_silhouette_values,True,4036,1990,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",pure_oxide_filtered,1043,0.50693756194251738
balanced_pool_set,Balanced train+val pool,last_alignn_pool,256,silhouette_score,oxide,0.27088310821636502,0.26471945441304207,0.27613742085271048,0.94999999999999996,bootstrap_over_family_per_structure_silhouette_values,True,4036,1990,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",pure_oxide_filtered,1043,0.50693756194251738
balanced_pool_set,Balanced train+val pool,last_alignn_pool,256,silhouette_score,nitride,0.158763851514237,0.15432846903900385,0.16334030262551275,0.94999999999999996,bootstrap_over_family_per_structure_silhouette_values,True,4036,1990,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",pure_oxide_filtered,1043,0.50693756194251738
balanced_pool_set,Balanced train+val pool,last_alignn_pool,256,davies_bouldin_index,overall_family_labels,1.7460496442195013,1.7043154964650653,1.7851119689556934,0.94999999999999996,stratified_bootstrap_recomputed_index,False,4036,1990,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",pure_oxide_filtered,1043,0.50693756194251738
balanced_pool_set,Balanced train+val pool,last_alignn_pool,256,knn_family_purity,overall_family_labels,0.98316815328708296,0.98037619755533534,0.98577923686818636,0.94999999999999996,stratified_bootstrap_over_per_structure_purity_values,True,4036,1990,2046,raw_256d_embedding_vectors,True,none,none,"{""k_neighbors"": 15, ""metric"": ""euclidean"", ""self_excluded"": true}",pure_oxide_filtered,1043,0.50693756194251738
balanced_pool_set,Balanced train+val pool,last_alignn_pool,256,knn_family_purity,oxide,0.98113902847571188,0.97701758793969862,0.98536097152428814,0.94999999999999996,bootstrap_over_family_per_structure_purity_values,True,4036,1990,2046,raw_256d_embedding_vectors,True,none,none,"{""k_neighbors"": 15, ""metric"": ""euclidean"", ""self_excluded"": true}",pure_oxide_filtered,1043,0.50693756194251738
balanced_pool_set,Balanced train+val pool,last_alignn_pool,256,knn_family_purity,nitride,0.98514173998044963,0.98165444770283483,0.98813945910720091,0.94999999999999996,bootstrap_over_family_per_structure_purity_values,True,4036,1990,2046,raw_256d_embedding_vectors,True,none,none,"{""k_neighbors"": 15, ""metric"": ""euclidean"", ""self_excluded"": true}",pure_oxide_filtered,1043,0.50693756194251738
balanced_pool_set,Balanced train+val pool,last_alignn_pool,256,logistic_regression_family_auc,overall_family_labels,0.99999901757074716,0.9999963158903018,1,0.94999999999999996,stratified_bootstrap_over_cross_validated_out_of_fold_scores,True,4036,1990,2046,raw_256d_embedding_vectors,True,none,fold_local_standard_scaler_no_dimensionality_reduction,"{""class_weight"": ""balanced"", ""cv_folds"": 5, ""positive_label"": ""nitride"", ""solver"": ""lbfgs""}",pure_oxide_filtered,1043,0.50693756194251738
balanced_pool_set,Balanced train+val pool,last_gcn_pool,256,silhouette_score,overall_family_labels,0.2147995146211619,0.21017233434509855,0.21971179552557882,0.94999999999999996,stratified_bootstrap_over_per_structure_silhouette_values,True,4092,2046,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",inclusive_baseline_recomputed,1044,0.5
balanced_pool_set,Balanced train+val pool,last_gcn_pool,256,silhouette_score,oxide,0.19410601742899738,0.18572205646394788,0.2022633159194929,0.94999999999999996,bootstrap_over_family_per_structure_silhouette_values,True,4092,2046,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",inclusive_baseline_recomputed,1044,0.5
balanced_pool_set,Balanced train+val pool,last_gcn_pool,256,silhouette_score,nitride,0.23549301181332649,0.23041963776142513,0.2398317390819717,0.94999999999999996,bootstrap_over_family_per_structure_silhouette_values,True,4092,2046,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",inclusive_baseline_recomputed,1044,0.5
balanced_pool_set,Balanced train+val pool,last_gcn_pool,256,davies_bouldin_index,overall_family_labels,1.6445431066035552,1.6001641849610815,1.6887614878903301,0.94999999999999996,stratified_bootstrap_recomputed_index,False,4092,2046,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",inclusive_baseline_recomputed,1044,0.5
balanced_pool_set,Balanced train+val pool,last_gcn_pool,256,knn_family_purity,overall_family_labels,0.97005539263603791,0.96635589768654284,0.97368890518084061,0.94999999999999996,stratified_bootstrap_over_per_structure_purity_values,True,4092,2046,2046,raw_256d_embedding_vectors,True,none,none,"{""k_neighbors"": 15, ""metric"": ""euclidean"", ""self_excluded"": true}",inclusive_baseline_recomputed,1044,0.5
balanced_pool_set,Balanced train+val pool,last_gcn_pool,256,knn_family_purity,oxide,0.96836102965135229,0.96311257738677092,0.97383594004561747,0.94999999999999996,bootstrap_over_family_per_structure_purity_values,True,4092,2046,2046,raw_256d_embedding_vectors,True,none,none,"{""k_neighbors"": 15, ""metric"": ""euclidean"", ""self_excluded"": true}",inclusive_baseline_recomputed,1044,0.5
balanced_pool_set,Balanced train+val pool,last_gcn_pool,256,knn_family_purity,nitride,0.97174975562072341,0.96738351254480293,0.97608504398826978,0.94999999999999996,bootstrap_over_family_per_structure_purity_values,True,4092,2046,2046,raw_256d_embedding_vectors,True,none,none,"{""k_neighbors"": 15, ""metric"": ""euclidean"", ""self_excluded"": true}",inclusive_baseline_recomputed,1044,0.5
balanced_pool_set,Balanced train+val pool,last_gcn_pool,256,logistic_regression_family_auc,overall_family_labels,0.99893290104717591,0.99835849030461654,0.99939173926379488,0.94999999999999996,stratified_bootstrap_over_cross_validated_out_of_fold_scores,True,4092,2046,2046,raw_256d_embedding_vectors,True,none,fold_local_standard_scaler_no_dimensionality_reduction,"{""class_weight"": ""balanced"", ""cv_folds"": 5, ""positive_label"": ""nitride"", ""solver"": ""lbfgs""}",inclusive_baseline_recomputed,1044,0.5
balanced_pool_set,Balanced train+val pool,last_gcn_pool,256,silhouette_score,overall_family_labels,0.2222834413739877,0.21751774083831879,0.22718285822629861,0.94999999999999996,stratified_bootstrap_over_per_structure_silhouette_values,True,4036,1990,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",pure_oxide_filtered,1044,0.50693756194251738
balanced_pool_set,Balanced train+val pool,last_gcn_pool,256,silhouette_score,oxide,0.20422843175689034,0.19668445560601108,0.21218200214827543,0.94999999999999996,bootstrap_over_family_per_structure_silhouette_values,True,4036,1990,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",pure_oxide_filtered,1044,0.50693756194251738
balanced_pool_set,Balanced train+val pool,last_gcn_pool,256,silhouette_score,nitride,0.23984427672981556,0.23485599998110276,0.24423367210296681,0.94999999999999996,bootstrap_over_family_per_structure_silhouette_values,True,4036,1990,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",pure_oxide_filtered,1044,0.50693756194251738
balanced_pool_set,Balanced train+val pool,last_gcn_pool,256,davies_bouldin_index,overall_family_labels,1.6101280148248822,1.5666809145888354,1.6560133841349032,0.94999999999999996,stratified_bootstrap_recomputed_index,False,4036,1990,2046,raw_256d_embedding_vectors,True,none,none,"{""metric"": ""euclidean""}",pure_oxide_filtered,1044,0.50693756194251738
balanced_pool_set,Balanced train+val pool,last_gcn_pool,256,knn_family_purity,overall_family_labels,0.97626362735381578,0.97307565246118277,0.97918731417244798,0.94999999999999996,stratified_bootstrap_over_per_structure_purity_values,True,4036,1990,2046,raw_256d_embedding_vectors,True,none,none,"{""k_neighbors"": 15, ""metric"": ""euclidean"", ""self_excluded"": true}",pure_oxide_filtered,1044,0.50693756194251738
balanced_pool_set,Balanced train+val pool,last_gcn_pool,256,knn_family_purity,oxide,0.97450586264656613,0.96941289782244555,0.97939949748743715,0.94999999999999996,bootstrap_over_family_per_structure_purity_values,True,4036,1990,2046,raw_256d_embedding_vectors,True,none,none,"{""k_neighbors"": 15, ""metric"": ""euclidean"", ""self_excluded"": true}",pure_oxide_filtered,1044,0.50693756194251738
balanced_pool_set,Balanced train+val pool,last_gcn_pool,256,knn_family_purity,nitride,0.97797328119908766,0.97344330400781998,0.98204952753339869,0.94999999999999996,bootstrap_over_family_per_structure_purity_values,True,4036,1990,2046,raw_256d_embedding_vectors,True,none,none,"{""k_neighbors"": 15, ""metric"": ""euclidean"", ""self_excluded"": true}",pure_oxide_filtered,1044,0.50693756194251738
balanced_pool_set,Balanced train+val pool,last_gcn_pool,256,logistic_regression_family_auc,overall_family_labels,0.99991649351351086,0.99982875644105174,0.99997593662348883,0.94999999999999996,stratified_bootstrap_over_cross_validated_out_of_fold_scores,True,4036,1990,2046,raw_256d_embedding_vectors,True,none,fold_local_standard_scaler_no_dimensionality_reduction,"{""class_weight"": ""balanced"", ""cv_folds"": 5, ""positive_label"": ""nitride"", ""solver"": ""lbfgs""}",pure_oxide_filtered,1044,0.50693756194251738
